signal_date,cmm_vs_first_order_corr,cmm_vs_equal_mean_corr,first_order_rank_ic,z_hat_x_var_rank_ic
2023-02-28,0.9951290879858424,0.061340329418007135,-0.006312573148502356,0.06895571062518473
2023-03-31,0.995001228907429,0.17429907945283282,0.19344835261724438,0.18469140598574346
2023-04-28,0.9952455495227505,0.1149453318912495,0.1868910817527761,0.08818765435113772
2023-05-31,0.9917146715959098,0.01794549422299341,0.07252782832710584,0.07830079527769594
2023-06-30,0.9931260354563239,0.06995099237098744,0.13163736438701035,0.34172328554511416
2023-07-31,0.87263238772533,0.26765712843820555,0.2644148314890946,0.20068515919558683
2023-08-31,0.8566015101498499,0.06441071079339161,0.08941044836743715,0.1351790390585174
2023-09-28,0.9814587737639604,0.061518248614706623,0.0508021712070606,0.12489672951549095
2023-10-31,0.9765275800041712,0.09888256085604731,0.0536139034298472,-0.029533615855026688
2023-11-30,0.9819310508266371,0.03352866809323114,0.25008809513496477,0.2425863703545399
2023-12-29,0.9804237949476158,0.0103900313454141,0.0945684492105338,0.11884333406035914
2024-01-31,0.980228257221512,0.07083871544121748,-0.27761179675849496,-0.3359256735661189
2024-02-29,0.9889502797064665,0.013509580077148451,0.29399813120125706,0.23443660798989718
2024-03-29,0.9900236489576193,-0.009629184109364319,0.2608944198186158,0.18938472679774443
2024-04-30,0.9900145031990075,0.08437383740655545,0.08207018096500211,0.03464127490111035
2024-05-31,0.9864648374358711,0.04699184577060707,0.14343828577350745,-0.019674139921488337
2024-06-28,0.9877445761785789,0.12076404385503368,-0.07157634983362506,0.03854914668581216
2024-07-31,0.9931051637204074,0.10927474234634547,0.21481676557555845,0.23644952797961205
2024-08-30,0.9964074680199534,0.08416355430786196,-0.3438470352381559,-0.17999862682262943
2024-09-30,0.9956898791469145,0.14206290093271928,0.03371209330605176,0.012403502379503186
2024-10-31,0.9934201851191546,0.053514747882116825,0.018306771030510424,0.14978921260554523
2024-11-29,0.8306084166346841,-0.032248280072700884,0.2153017876231603,0.13911979388953338
2024-12-31,0.9955691664927435,-0.1492919257125143,0.05685982337664937,0.0766445327863531
2025-01-27,0.9884781201158869,-0.26615190370393627,-0.04344338622384186,-0.006768065274672094
2025-02-28,0.9899160069321589,-0.2036310699648426,0.2549136193031533,0.2655595078134143
2025-03-31,0.9886014418145082,-0.1354292834615561,0.14360304031338686,0.12878331148731
2025-04-30,0.9876392359483647,-0.1905874437565909,0.2362207214489144,0.2616769295481072
2025-05-30,0.9744060578028572,-0.14825471941067428,0.19177828537152983,0.17884750969269314
2025-06-30,0.964579891096889,-0.09189418784326714,0.16355475515598553,0.19362668203982714
2025-07-31,0.974844200563035,-0.055073191846732275,-0.1324505916336747,-0.16207360607130974
2025-08-29,0.970825701041088,-0.12867997424954764,-0.01936048470855028,-3.3988911372801093e-05
2025-09-30,0.9378153915988863,-0.13061495394938957,0.23578742281150636,0.28179790238619634
2025-10-31,0.9662613981271462,-0.15231521507246057,0.10201251468357321,0.15675697740288702
2025-11-28,0.9220424940887374,-0.06797359442650676,-0.004472867653115367,-0.0818685383481794
2025-12-31,0.9421236524072301,-0.13824390257532226,0.16610025590612323,0.16914028936261588
2026-01-30,0.9240244326066951,-0.049987324777347186,-0.009646380557250594,-0.046708306746860946
2026-02-27,0.9466209212272669,-0.07792820619080038,0.18317827185027843,0.21863996724025514
2026-03-31,0.9218370583819568,-0.14523216749040602,0.03744681320640919,-0.022768016139361857
2026-04-30,0.9925707203407079,-0.10474527071254341,-0.02241300042334857,-0.00471747186587225
