signal_date,n,intercept,cmm_signal_cs_z,same_window_mom_cs_z
2023-12-29,4737,-4.421030299313264e-10,0.11524665199748495,-0.021455600052054886
2024-01-31,4747,-4.785476538163715e-09,-0.25041209340143944,0.1179804138696202
2024-02-29,4762,5.581080280980653e-09,0.15103037863368857,0.11728714905200904
2024-03-29,4785,3.903441681711721e-09,0.22891358526147135,0.07408482086895132
2024-04-30,4746,-1.3112431918307964e-09,0.08901749035283313,0.021720040004195022
2024-05-31,4768,-3.229436718249866e-09,0.07613751218314814,0.18686970627272234
2024-06-28,4818,3.4718917376094454e-11,-0.0008912379549180606,-0.1482828652561803
2024-07-31,4850,4.025088419049636e-09,0.19971124205926385,-0.042300067102722626
2024-08-30,4874,5.582860652215576e-09,-0.22156933784238603,-0.25263815840155124
2024-09-30,4883,1.1894672339205423e-09,-0.09890892723057032,0.06069763206837843
2024-10-31,4886,-1.1762729701021505e-09,0.0808234987909696,-0.16799101558751015
2024-11-29,4899,3.2035987991845852e-09,0.12742950817410328,0.10651922997781642
2024-12-31,4906,2.4434053691739893e-10,0.06263824138548789,-0.007657780692135763
2025-01-27,4913,-5.998510554076413e-10,-0.04775669930895382,-0.07890087473833568
2025-02-28,4919,-2.837014362035578e-12,0.24074161524756313,-0.05918024900704333
2025-03-31,4914,-1.3332049201702242e-09,0.1182634307082829,0.11136312763405781
2025-04-30,4842,1.4593069318377114e-10,0.12749219785218652,-0.128914280254921
2025-05-30,4855,9.531246907526367e-10,0.08561761506187666,0.06707301357025006
2025-06-30,4883,1.0882007130736246e-09,0.08400151735441287,-0.048589020848849536
2025-07-31,4880,-4.694503993419023e-10,-0.14151723580887024,0.1539664450974655
2025-08-29,4886,-5.645552298014512e-12,-0.00331499415150967,-0.05535928786904605
2025-09-30,4888,9.71105030945671e-12,0.0999309975562974,-0.1449218421829715
2025-10-31,4895,-3.4690355180049396e-11,-0.0035206559289443252,-0.08497786425935326
2025-11-28,4893,3.5927857294067905e-10,-0.03831940208086927,0.16602888317592537
2025-12-31,4906,-2.6361021843180383e-10,0.03233397767712361,-0.0016786799798513773
2026-01-30,4915,2.2656274197334433e-11,-0.018368249641111205,0.1541791529606256
2026-02-27,4918,-2.172562255652734e-10,0.09213561716802399,-0.04883902042777747
2026-03-31,4926,7.719672709551837e-13,0.000312383318380771,0.2443434565361758
2026-04-30,4852,2.2884701224957237e-11,0.00413188029295938,0.0627353276460137
