coefficient,months,mean_slope,t_stat,positive_rate
cmm_signal_cs_z,88,0.05784328959902978,5.006662307871088,0.7272727272727273
same_window_mom_cs_z,88,-0.0019007819405410368,-0.13516579350986882,0.4431818181818182
