factor,metric,months,mean,std,t_stat,positive_rate
cmm_signal_cs_z,pearson_ic,88,0.05835488193797891,0.10820810182920877,5.058930953923253,0.7386363636363636
cmm_signal_cs_z,spearman_rank_ic,88,0.08920935991209636,0.12790949491203465,6.542578999990851,0.7840909090909091
same_window_mom_cs_z,pearson_ic,88,0.0009838154213452103,0.13237946213610866,0.0697163031572134,0.4772727272727273
same_window_mom_cs_z,spearman_rank_ic,88,-0.014904303789338335,0.15244518334390464,-0.9171477884611534,0.4659090909090909
