,mean,std,min,max
cmm_vs_same_window_mom_rank_corr,0.27060457372961094,0.13628488669076,-0.17376515405224238,0.5164312790570273
cmm_vs_same_window_mom_pearson_corr,0.07386500654492772,0.13185281944760008,-0.26615188377715915,0.432211012709247
