factor,metric,months,mean,std,t_stat,positive_rate
cmm_neutral,pearson_ic,88,0.060088282806510566,0.08578399273639799,6.570900226629358,0.7727272727272727
cmm_neutral,spearman_rank_ic,88,0.0790227552401787,0.09674954627145983,7.662042683347274,0.8295454545454546
same_window_mom_cs_z,pearson_ic,88,0.0009838154213452103,0.13237946213610866,0.0697163031572134,0.4772727272727273
same_window_mom_cs_z,spearman_rank_ic,88,-0.014904303789338335,0.15244518334390464,-0.9171477884611534,0.4659090909090909
