coefficient,months,mean_slope,t_stat,positive_rate
cmm_neutral,88,0.06597516723645408,6.885064927506559,0.7954545454545454
same_window_mom_cs_z,88,0.004936146960075513,0.3470727393298272,0.5340909090909091
