signal_date,n,intercept,cmm_neutral,same_window_mom_cs_z
2021-10-29,3852,-2.50435058739549e-17,0.08016433990775439,-0.11985399889510621
2021-11-30,3873,1.0703793739124142e-17,0.1278553740236075,-0.29023676961224115
2021-12-31,3931,-4.07273866749014e-17,0.1913249006926588,-0.13467366494775526
2022-01-28,3960,2.2935382593482124e-17,-0.09226394912861698,0.16306497242083387
2022-02-28,3992,-6.677264196467109e-17,0.023337617403663184,-0.020271983527141792
2022-03-31,4031,2.448115290364765e-16,0.09424597190534095,-0.0934857889652459
2022-04-29,4069,8.006159105936147e-17,0.09478903093678587,0.07888405815383027
2022-05-31,4120,-4.7998162226949653e-17,-0.028059153530447804,-0.020440165661600333
2022-06-30,4173,2.4061022162419518e-17,0.06475446944969208,0.06213088522485488
2022-07-29,4215,-3.9331388313845806e-17,0.15100000118799806,-0.060314608749636456
2022-08-31,4264,-5.7381964039591994e-18,0.13069801073947343,0.04409766280363417
2022-09-30,4304,9.81526641332724e-17,0.07305221555105446,-0.10527122139990748
2022-10-31,4335,3.7096963242699476e-17,-0.027145679580469657,0.0036640643711348723
2022-11-30,4378,1.3423394015781791e-17,0.026241851346733888,-0.019558431372218715
2022-12-30,4418,5.324116714951632e-17,0.10091402007328795,-0.20885825037820768
2023-01-31,4444,-1.6654178099101066e-18,0.16228757801655824,-0.10862236783061527
2023-02-28,4467,-1.3288998137814245e-17,0.039701291975388214,-0.16372336390614942
2023-03-31,4504,4.135719232926589e-18,0.09226933062407063,0.05243323010600008
2023-04-28,4508,-1.8189089556973327e-17,0.1366069766460307,0.19677577589609482
2023-05-31,4511,3.016731687099168e-17,0.053519098220500404,-0.03144017660403763
2023-06-30,4552,-2.797422247843514e-17,0.17989436795606734,-0.3749859633514726
2023-07-31,4574,-8.207901840540753e-18,0.13636796036530272,0.1614945999354474
2023-08-31,4621,3.674724320411077e-18,0.0633622911493536,-0.06776744125454397
2023-09-28,4657,1.6268859585983185e-18,0.0849283164216267,-0.13327784409210996
2023-10-31,4688,-1.9457976491287862e-17,0.010479377291383629,0.16148968179438272
2023-11-30,4715,-9.701092188370214e-18,0.14768343798509403,-0.05550362075559898
2023-12-29,4737,-1.225948226546884e-16,0.10756536301793614,-0.03729580608823006
2024-01-31,4747,-1.1118589714492487e-16,-0.24962714629895705,0.16482758262013025
2024-02-29,4762,5.6309747332821985e-18,0.16779043412356492,0.07535786445231236
2024-03-29,4785,-7.222403910261779e-18,0.10360471337799833,0.07128935370209796
2024-04-30,4746,-8.05779783845868e-18,0.10610393712999192,0.031540771635333205
2024-05-31,4768,-9.807807684939781e-17,0.14781841436050341,0.19258623292455293
2024-06-28,4818,1.0996374814701828e-18,-0.008667820687806277,-0.14862305670280684
2024-07-31,4850,8.050646151990421e-17,0.17368548768475733,-0.017741878422738486
2024-08-30,4874,-2.8624635982337523e-17,-0.11297250612245954,-0.27156568626352223
2024-09-30,4883,-3.6542201132273445e-17,-0.07290978887877508,0.04764426550811345
2024-10-31,4886,-4.447249857086709e-17,0.08732969367564067,-0.15432791322076955
2024-11-29,4899,-9.51716854313017e-17,0.1682704609258008,0.1390891976565905
2024-12-31,4906,-2.4964738196552683e-17,0.1668883715416556,0.026626157651936575
2025-01-27,4913,7.04850250983528e-17,-0.03859323844334294,-0.08002256317225463
2025-02-28,4919,3.086785346354348e-17,0.1764856240629712,-0.06708376116566332
2025-03-31,4914,7.91885987359229e-19,0.1589747519909708,0.13162306869138002
2025-04-30,4842,1.595503779314081e-18,0.10374968706517887,-0.1291912253810993
2025-05-30,4855,6.771806543778199e-18,0.1028418628533172,0.07708757336402533
2025-06-30,4883,7.14956109109698e-18,0.12060502413234929,-0.0323973985751846
2025-07-31,4880,-2.701775382123395e-17,-0.09973403853550088,0.1447645730560609
2025-08-29,4886,2.938361512718004e-17,0.03872158776471882,-0.04814162835419582
2025-09-30,4888,2.77896245864548e-17,0.02931695698885886,-0.1545033745350996
2025-10-31,4895,1.8248691194785643e-17,0.033951025175968666,-0.08045071576420568
2025-11-28,4893,-2.380750482309776e-18,-0.028838196773993047,0.16760350665427673
2025-12-31,4906,6.023238422025408e-17,0.07819056336784033,-0.0010054825667093331
2026-01-30,4915,9.501665102100576e-18,-0.029042035995845678,0.15449543151434197
2026-02-27,4918,-1.1240207182190822e-16,0.09459853007127664,-0.05428469423208961
2026-03-31,4926,5.22007768176458e-17,0.05835908474274765,0.2465760299703734
2026-04-30,4852,3.9398196224493595e-17,0.05194608772052632,0.060264817096374844
