,mean,std,min,max
cmm_neutral_vs_same_window_mom_rank_corr,0.1227957289570908,0.23168429121848416,-0.3254144631533014,0.4720191666507226
cmm_neutral_vs_same_window_mom_pearson_corr,-0.005282020379688182,0.19021422333194263,-0.37895135856621176,0.31403632668500353
